Title;Release Year;Locations;Fun Facts;Production Company;Distributor;Director;Writer;Actor 1;Actor 2;Actor 3;lat;lag
The Towering Inferno;1974;San Francisco San Francisco Fire Station 38 (2150 California Street, Pacific Heights);;Irwin Allen Productions;Twentieth Century Fox Film;John Guillermin;Stirling Silliphant;Steve McQueen;Paul Newman;William Holden;37,7896652;-122,4299581
The Towering Inferno;1974;San Francisco Hyatt Regency Hotel (5 Embarcadero Center, Financial District);;Irwin Allen Productions;Twentieth Century Fox Film;John Guillermin;Stirling Silliphant;Steve McQueen;Paul Newman;William Holden;37,794372;-122,395843
The Towering Inferno;1974;San Francisco Grace Cathedral Episcopal Church (1100 California Street);Grace Cathedral Episcopal Church is the West Coast's largest Episcopalian cathedral.;Irwin Allen Productions;Twentieth Century Fox Film;John Guillermin;Stirling Silliphant;Steve McQueen;Paul Newman;William Holden;37,7918581;-122,4134328
The Towering Inferno;1974;San Francisco Firestation #38 (California & Laguna);;Irwin Allen Productions;Twentieth Century Fox Film;John Guillermin;Stirling Silliphant;Steve McQueen;Paul Newman;William Holden;37,7934026;-122,4163795
The Towering Inferno;1974;San Francisco Fairmont Hotel (950 Mason Street, Nob Hill);In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.;Irwin Allen Productions;Twentieth Century Fox Film;John Guillermin;Stirling Silliphant;Steve McQueen;Paul Newman;William Holden;37,7923723;-122,4105611
The Wedding Planner;2001;San Francisco Grace Cathedral Episcopal Church (1100 California Street);Grace Cathedral Episcopal Church is the West Coast's largest Episcopalian cathedral.;Columbia Pictures;Sony Pictures Entertainment;Adam Shankman;Pamela Falk;Jennifer Lopez;Matthew McConaughey;;37,7918581;-122,4134328
The Wedding Planner;2001;San Francisco The Music Concourse (Martin Luther King, Jr. Drive, Golden Gate Park);Golden Gate Park is similar in shape but 20% larger than New York's Central Park.;Columbia Pictures;Sony Pictures Entertainment;Adam Shankman;Pamela Falk;Jennifer Lopez;Matthew McConaughey;;37,7698757;-122,4685506
The Wedding Planner;2001;San Francisco Pleasant Street at Taylor;;Columbia Pictures;Sony Pictures Entertainment;Adam Shankman;Pamela Falk;Jennifer Lopez;Matthew McConaughey;;37,7930065;-122,4127468
The Wedding Planner;2001;San Francisco Pier 7 (The Embarcadero);;Columbia Pictures;Sony Pictures Entertainment;Adam Shankman;Pamela Falk;Jennifer Lopez;Matthew McConaughey;;37,7986725;-122,3968247
The Wedding Planner;2001;San Francisco Montgomery Street at Union Street;;Columbia Pictures;Sony Pictures Entertainment;Adam Shankman;Pamela Falk;Jennifer Lopez;Matthew McConaughey;;37,8010499;-122,4043889
The Wedding Planner;2001;San Francisco Lincoln Park;The land on which the park stands was a cemetery until the late 1860s.;Columbia Pictures;Sony Pictures Entertainment;Adam Shankman;Pamela Falk;Jennifer Lopez;Matthew McConaughey;;37,782836;-122,5116181
The Wedding Planner;2001;San Francisco Japanese Tea Garden (Hagiwara Tea Garden Drive, Golden Gate Park);"The Japanese Hagiwara family invented ""Chinese"" fortune cookies in the tea-garden";Columbia Pictures;Sony Pictures Entertainment;Adam Shankman;Pamela Falk;Jennifer Lopez;Matthew McConaughey;;37,7700914;-122,470436
The Wedding Planner;2001;San Francisco City Hall;The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.;Columbia Pictures;Sony Pictures Entertainment;Adam Shankman;Pamela Falk;Jennifer Lopez;Matthew McConaughey;;37,7792597;-122,4192646
The Woman In Red;1984;San Francisco Postcard Row (Alamo Square, Hayes Valley);The 6 Victorian homes across from Alamo Square Park are among the few Victorians to survive the Great Fire.;Orion Pictures;MGM Home Entertainment;Gene Wilder;Jean Loup Dabadie & Yves Robert;Gene Wilder;Charles Grodin;;37,7762593;-122,432758
The Woman In Red;1984;San Francisco Brocklebank Apartments (1000 Mason Street);;Orion Pictures;MGM Home Entertainment;Gene Wilder;Jean Loup Dabadie & Yves Robert;Gene Wilder;Charles Grodin;;37,7931691;-122,4105791
The Woman In Red;1984;San Francisco Palace of Fine Arts (3301 Lyon Street);The original Palace was built for the 1915 Panama-Pacific Exposition, and completely destroyed in 1964. It was rebuilt in 1965.;Orion Pictures;MGM Home Entertainment;Gene Wilder;Jean Loup Dabadie & Yves Robert;Gene Wilder;Charles Grodin;;37,8029577;-122,4491929
The Woman In Red;1984;San Francisco Montgomery Street at Union Street;;Orion Pictures;MGM Home Entertainment;Gene Wilder;Jean Loup Dabadie & Yves Robert;Gene Wilder;Charles Grodin;;37,8010499;-122,4043889
The Zodiac;2005;San Francisco ;;Blackwater Films;THINKFilm;Alexander Bulkley;Alexander Bulkley & Kelley Bulkeley;Justin Chambers;Robin Tunney;;37,7749295;-122,4194155
They Call Me MISTER Tibbs;1970;San Francisco ;;Mirisch;United Artists;Gordon Douglas;Alan R. Trustman;Sidney Poitier;Martin Landau;Barbara McNair;37,7749295;-122,4194155
Thief of Hearts;1984;San Francisco ;;Paramount Pictures;Paramount Pictures;Douglas Day Stewart;Douglas Day Stewart;Steven Bauer ;David Caruso;Barbara Williams;37,7749295;-122,4194155
Time After Time;1979;San Francisco Lombard & Laguna Streets (Marina District);;Orion Pictures;Columbia Broadcasting System;Nicholas Meyer;Karl Alexander;Malcolm McDowell;Mary Steenburgen;David Warner;37,8009851;-122,4267626
Time After Time;1979;San Francisco Lombard & Fillmore Streets (Marina District);;Orion Pictures;Columbia Broadcasting System;Nicholas Meyer;Karl Alexander;Malcolm McDowell;Mary Steenburgen;David Warner;37,8009851;-122,4267626
Time After Time;1979;San Francisco Lombard & Divisadero Streets (Marina District);;Orion Pictures;Columbia Broadcasting System;Nicholas Meyer;Karl Alexander;Malcolm McDowell;Mary Steenburgen;David Warner;37,8009851;-122,4267626
Time After Time;1979;San Francisco Lombard & Broderick Streets (Marina District);;Orion Pictures;Columbia Broadcasting System;Nicholas Meyer;Karl Alexander;Malcolm McDowell;Mary Steenburgen;David Warner;37,8009851;-122,4267626
Time After Time;1979;San Francisco Justin Herman Plaza;;Orion Pictures;Columbia Broadcasting System;Nicholas Meyer;Karl Alexander;Malcolm McDowell;Mary Steenburgen;David Warner;37,7951195;-122,3952007
Time After Time;1979;San Francisco Intersection of Fulton & 6th Streets (Chinatown);;Orion Pictures;Columbia Broadcasting System;Nicholas Meyer;Karl Alexander;Malcolm McDowell;Mary Steenburgen;David Warner;38,4828544;-122,7698478
Time After Time;1979;San Francisco Intersection of California & Grant Streets (Richmond District);;Orion Pictures;Columbia Broadcasting System;Nicholas Meyer;Karl Alexander;Malcolm McDowell;Mary Steenburgen;David Warner;37,7821498;-122,4065456
Time After Time;1979;San Francisco Hyatt Regency Hotel (5 Embarcadero Center);;Orion Pictures;Columbia Broadcasting System;Nicholas Meyer;Karl Alexander;Malcolm McDowell;Mary Steenburgen;David Warner;37,794372;-122,395843
Time After Time;1979;San Francisco Huntington Park (California & Taylor Streets, Nob Hill);The mansion of Arabella Huntington, widow of railroad magnate Collis P. Huntington, was destroyed in the 1906 earthquake and fire. Mrs. Huntington the donated the land on which the park now stands to the city.;Orion Pictures;Columbia Broadcasting System;Nicholas Meyer;Karl Alexander;Malcolm McDowell;Mary Steenburgen;David Warner;37,7921814;-122,4121737
Time After Time;1979;San Francisco Golden Gate Park;Golden Gate Park is similar in shape but 20% larger than New York's Central Park.;Orion Pictures;Columbia Broadcasting System;Nicholas Meyer;Karl Alexander;Malcolm McDowell;Mary Steenburgen;David Warner;37,8199286;-122,4782551
Time After Time;1979;San Francisco Golden Gate Bridge;With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.;Orion Pictures;Columbia Broadcasting System;Nicholas Meyer;Karl Alexander;Malcolm McDowell;Mary Steenburgen;David Warner;37,8199286;-122,4782551
Time After Time;1979;San Francisco Ghirardelli Square (900 North Point Street, Fisherman's Wharf);In 1893, chocolatier Domingo Ghirardelli bought an entire city block to house the headquarters of Ghirardelli Chocolates.;Orion Pictures;Columbia Broadcasting System;Nicholas Meyer;Karl Alexander;Malcolm McDowell;Mary Steenburgen;David Warner;37,8058763;-122,4229502
Time After Time;1979;San Francisco Chestnut & Divisadero Streets (Marina District);;Orion Pictures;Columbia Broadcasting System;Nicholas Meyer;Karl Alexander;Malcolm McDowell;Mary Steenburgen;David Warner;37,802183;-122,4256201
Time After Time;1979;San Francisco California Academy of Sciences (Golden Gate Park);Founded in 1853, 3 years after California joined the United States, the Academy was originally named the California Academy of Natural Sciences and was the first institution of its kind in the United States.;Orion Pictures;Columbia Broadcasting System;Nicholas Meyer;Karl Alexander;Malcolm McDowell;Mary Steenburgen;David Warner;37,7698646;-122,4660947
Time After Time;1979;San Francisco Broadway at Osgood Street (North Beach);;Orion Pictures;Columbia Broadcasting System;Nicholas Meyer;Karl Alexander;Malcolm McDowell;Mary Steenburgen;David Warner;37,7983316;-122,4030955
Time After Time;1979;San Francisco 2340 Francisco Street;;Orion Pictures;Columbia Broadcasting System;Nicholas Meyer;Karl Alexander;Malcolm McDowell;Mary Steenburgen;David Warner;37,8010226;-122,4438617
Time After Time;1979;San Francisco 100 Block of Union Street (Cow Hollow);;Orion Pictures;Columbia Broadcasting System;Nicholas Meyer;Karl Alexander;Malcolm McDowell;Mary Steenburgen;David Warner;37,7971417;-122,4351685
Time After Time;1979;San Francisco Old St. Mary's Church (660 California Street at Grant);;Orion Pictures;Columbia Broadcasting System;Nicholas Meyer;Karl Alexander;Malcolm McDowell;Mary Steenburgen;David Warner;37,7926354;-122,4057717
Time After Time;1979;San Francisco United Nations Plaza (Civic Center);United Nations Plaza was built in 1975 and across its walkways are white lines into which the preamble to the preamble of the UN charter is carved.;Orion Pictures;Columbia Broadcasting System;Nicholas Meyer;Karl Alexander;Malcolm McDowell;Mary Steenburgen;David Warner;37,7800778;-122,4141004
Time After Time;1979;San Francisco SF General Hospital Center (1001 Potrero Avenue, Potrero Hill);SF General Hospital is the only Level I Trauma Center serving San Francisco and northern San Mateo County. ;Orion Pictures;Columbia Broadcasting System;Nicholas Meyer;Karl Alexander;Malcolm McDowell;Mary Steenburgen;David Warner;37,7553614;-122,4051687
Time After Time;1979;San Francisco Palace of Fine Arts (3301 Lyon Street);The original Palace was built for the 1915 Panama-Pacific Exposition, and completely destroyed in 1964. It was rebuilt in 1965.;Orion Pictures;Columbia Broadcasting System;Nicholas Meyer;Karl Alexander;Malcolm McDowell;Mary Steenburgen;David Warner;37,8029577;-122,4491929
Time After Time;1979;San Francisco One Embarcadero Center (Financial District);;Orion Pictures;Columbia Broadcasting System;Nicholas Meyer;Karl Alexander;Malcolm McDowell;Mary Steenburgen;David Warner;37,7946507;-122,3998262
Time After Time;1979;San Francisco Merchant Exchange (465 California Street at Leidesdorff);;Orion Pictures;Columbia Broadcasting System;Nicholas Meyer;Karl Alexander;Malcolm McDowell;Mary Steenburgen;David Warner;37,7927806;-122,402175
Time After Time;1979;San Francisco Marina Green (Marina District);Before the 1906 earthquake, the land on which Marina Green sits was a tidal marsh, and rubble from the earthquake was dumped on the site. However, the site was filled in to provide land for the 1915 Panama-Pacific Exhibition.;Orion Pictures;Columbia Broadcasting System;Nicholas Meyer;Karl Alexander;Malcolm McDowell;Mary Steenburgen;David Warner;37,8069514;-122,4393511
Tin Cup;1996;San Francisco ;;Regency Enterprises;Warner Bros. Pictures;Ron Shelton;John Norville;Kevin Costner;Rene Russo;;37,7749295;-122,4194155
To the Ends of the Earth;1948;San Francisco ;;Kennedy-Buckman Pictures;Columbia Pictures;Robert Stevenson;Jay Richard Kennedy;Dick Powell;Signe Hasso;Maylia;37,7749295;-122,4194155
True Believer;1989;San Francisco ;;Columbia Pictures;Columbia Pictures;Joseph Ruben;Wesley Strick;James Woods;Robert Downey, Jr.;;37,7749295;-122,4194155
Tucker: The Man and His Dream;1988;San Francisco City Hall;The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.;Lucasfilm;Paramount Pictures;Francis Ford Coppola;Arnold Schulman;Jeff Bridges;Joan Allen;Marin Landau;37,7792597;-122,4192646
Tweek City;2005;San Francisco ;;Tweek City LLC;Maverick Entertainment Group;Eric G. Johnson;Eric G. Johnson;Giuseppe Andrews;;;37,7749295;-122,4194155
Twisted;2004;San Francisco Red's Java House (Pier 30-32, The Embarcadero);;Paramount Pictures;Paramount Pictures;Philip Kaufman;Sarah Thorp;Ashley Judd;Samuel L. Jackson;;37,7871426;-122,3874048
Twisted;2004;San Francisco Piers 30-32;;Paramount Pictures;Paramount Pictures;Philip Kaufman;Sarah Thorp;Ashley Judd;Samuel L. Jackson;;37,7871426;-122,3874048
Twisted;2004;San Francisco Pier 39;;Paramount Pictures;Paramount Pictures;Philip Kaufman;Sarah Thorp;Ashley Judd;Samuel L. Jackson;;37,808673;-122,409821
Twisted;2004;San Francisco Mojito (1337-1339 Grant Avenue);;Paramount Pictures;Paramount Pictures;Philip Kaufman;Sarah Thorp;Ashley Judd;Samuel L. Jackson;;37,7992708;-122,4074228
Twisted;2004;San Francisco McCovey Point, China Basin Park (24 Willy Mays Plaza);;Paramount Pictures;Paramount Pictures;Philip Kaufman;Sarah Thorp;Ashley Judd;Samuel L. Jackson;;37,7785951;-122,3892698
Twisted;2004;San Francisco Veterans' War Memorial Building (401 Van Ness Avenue);;Paramount Pictures;Paramount Pictures;Philip Kaufman;Sarah Thorp;Ashley Judd;Samuel L. Jackson;;37,7791076;-122,4206747
Twisted;2004;San Francisco ;;Paramount Pictures;Paramount Pictures;Philip Kaufman;Sarah Thorp;Ashley Judd;Samuel L. Jackson;;37,7749295;-122,4194155
Twisted;2004;San Francisco La Bodega (1332 Grant Avenue at Vallejo);;Paramount Pictures;Paramount Pictures;Philip Kaufman;Sarah Thorp;Ashley Judd;Samuel L. Jackson;;37,7987868;-122,4072332
Twisted;2004;San Francisco Vesuvio CafÇ¸ (255 Columbus Avenue);Jack Kerouac was a regular at the caf‚.;Paramount Pictures;Paramount Pictures;Philip Kaufman;Sarah Thorp;Ashley Judd;Samuel L. Jackson;;37,797494;-122,406454
Twisted;2004;San Francisco The Saloon (1232 Grant Avenue);;Paramount Pictures;Paramount Pictures;Philip Kaufman;Sarah Thorp;Ashley Judd;Samuel L. Jackson;;37,7985867;-122,4070229
Under the Tuscan Sun;2003;San Francisco Mecca Restaurant (2029 Market Street);;Touchstone Pictures;Buena Vista Pictures;Audrey Wells;Audrey Wells;Diane Lane;Sandra Oh;;37,7865227;-122,4044554
Until the End of the World;1991;San Francisco Tosca CafÇ¸ (242 Columbus Avenue, North Beach);;Village Roadshow Pictures;Warner Bros. Pictures;Wim Wenders;Wim Wenders;Solveig Dommartin;;;37,7976266;-122,4058736
Vegas in Space;1992;San Francisco Project Artaud (Florida Street);;Troma Entertainment;MCA/Universal Home Video;Phillip R. Ford;Doris Fish;Doris Fish;Miss X;Ginger Quest;37,7631435;-122,4119294
Vegas in Space;1992;San Francisco Corona Heights Park;;Troma Entertainment;MCA/Universal Home Video;Phillip R. Ford;Doris Fish;Doris Fish;Miss X;Ginger Quest;37,7653122;-122,4385846
Vegas in Space;1992;San Francisco 544 Natoma (SOMA);;Troma Entertainment;MCA/Universal Home Video;Phillip R. Ford;Doris Fish;Doris Fish;Miss X;Ginger Quest;37,7795202;-122,408787
Vegas in Space;1992;San Francisco 422 Oak Street at Laguna;;Troma Entertainment;MCA/Universal Home Video;Phillip R. Ford;Doris Fish;Doris Fish;Miss X;Ginger Quest;37,7746043;-122,4259057
Vegas in Space;1992;San Francisco 3567 18th Street;;Troma Entertainment;MCA/Universal Home Video;Phillip R. Ford;Doris Fish;Doris Fish;Miss X;Ginger Quest;37,7614403;-122,4230938
